row_id,wallet,canonical_lock_hash,dataset_version,collection_state,sampling_stratum,lifetime_tx_count,legacy_proxy_label
99,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq05uu85tpqrf75arfkskcnwjsaj5f6c05qtmqdm9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
100,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06cwnwfzz5sv5ps5w6ewtm6q9upj8klyc7qt4xy,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
101,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06hq9768t33hwp5cxyq4kxaskw7xgrqhgyj6gz0,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1630,bot_like
102,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq06s99smdcvprv0vpjw74v7yr3gfsz63tsmgym2k,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
103,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0764vl97f7teu43k9x9v93fr9330zgf0cr43nr7,,ckb-behaviour-dataset-v1,COMPLETE,5000+,3016441,bot_like
104,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07j9vt4j4pr582tmmhg2r25g09e8lqhzq67lmrn,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
105,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07ky0r9mzffqwrv5ah6p8h9z47lg2p3acrhyltk,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
106,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07r6d4agdqwld880vzslwy3aj28mh3axq7pjrfc,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
107,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07vlts907h0ev3vz40qttyg6qx7xh3xlqgyyr4j,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1718,bot_like
108,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq07zh8qks3jgz4rzfnnvz6l3669qm0nrugucl40c,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
109,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq084l0edu0ucchdngufewmh2mp2mlmqk8cqsq99n,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1690,bot_like
110,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq087uc2epsa0ft08zu747g30c6zuh2lyxcsqugmn,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1417,bot_like
111,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq08d3jlwgma52gm4mz6fchyah7ruhk8y4swey2xv,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
112,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq08np8nmp86cyutmm8glcmp36udhrkquhgpeccr6,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
113,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq08nxknd7g5pzwe9mmdcqtqfs5f8ckh8fq34kxj8,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
114,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq09090kz3h40xhhrmrcdeq62fadgp0gt2g8zqepy,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
115,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq09qn6u0gmgf2fxgw6re5ntcaexrxlsrmsls56gk,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
116,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq09rwsv5zvm3658ugyssehs360eh82v7zclyn32u,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
117,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0a7apfhwtpcrx2vwh4rverv53y377dgsqtkmuyv,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1807,bot_like
118,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0anafacyafq0j2rek0jx5rztanvvw9kcqdtkwna,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
119,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0anxptffq8enukzzyc9yjry5kt3ugua2gg39eh9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
120,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0atd3ep6w47442fk86cxg5n0nsactvlts9nzk3r,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1451,bot_like
121,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0c46k06e2fp7rg9aq9yqxwaat763nrpegmdg0qn,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
122,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0c46rcy6f2qav3ddfgv2540mz6vl7knlc0pl0a0,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
123,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ccj0jne37a2e7g4aw9473j0wju4xx2ag7zssne,,ckb-behaviour-dataset-v1,PARTIAL,1001-5000,1721,bot_like
124,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0cl8tlydpzpp6wzeuzfsm926sp9m0rpqqt2qecr,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
125,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0cq8e9avklws5c6s8zqkh4gluc0q2jrasq93la2,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,4510,bot_like
126,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0d430ajed30h2df3d4eudc2d2jr45mr2qtpx9rj,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3435,bot_like
127,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0d9ma6yrsj0r83e5qhf0ja2x39ph8gc0qgkmu25,,ckb-behaviour-dataset-v1,PARTIAL,unknown,,
128,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0dtptjfpdqwdy4u8uukg2msx5l7vhwt4q2t2k08,,ckb-behaviour-dataset-v1,PARTIAL,unknown,,bot_like
129,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0e79jhf82c52wjwz95sv4lms78akfvdesz5vfwc,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
130,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ejdewpqqsdy22zke90ug9h9u0jvlqskcjysp8m,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
131,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0er7n9s6mrsravyz79mjqpl97j7tg48ased4uwq,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
132,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0fjsxk3ufezyljeglltk69mhtgrruqsusa36w9h,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
133,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0frvgc8jdeyr5j98ggzmyn2rekwvyy06g9mywsl,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
134,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0fuqrqqcykvepusm4st0asqya208yzxcgcgewm5,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
135,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0g3k445dzghlxz0m6yrttx4jl985mkj0s0mpzw4,,ckb-behaviour-dataset-v1,PARTIAL,unknown,,
136,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0g3rymnznt4dm00ep5yekxtdulmepc85g8av65a,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1671,bot_like
137,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0g42eercj9puzjr3aj5qzej2kky9xvgrqcqehre,,ckb-behaviour-dataset-v1,PARTIAL,unknown,,
138,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0gc0l4ju4sqmn2zcvhsv54srw725z40ac9kk09c,,ckb-behaviour-dataset-v1,COMPLETE,5000+,23162,bot_like
139,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0gcd2fr4d0exdafwmywgj7kvt0c8lqfnsjctg09,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
140,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0gcpdgn07xeev0gcfc9eskt7zvmnvwyuqv3vek3,,ckb-behaviour-dataset-v1,PARTIAL,unknown,,
141,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0gk6md9mexs90tmr5tq2lu58zjf22jvqg2eq8hj,,ckb-behaviour-dataset-v1,COMPLETE,11-50,26,human_like
142,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0gkgcrl7qacdmyzhu8p2w56w6t6dpw5qqu9k5jr,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
143,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0gtpf9ptxw2y59p8wmpw4hjsnyxua6mcq6naedm,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
144,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0guyenkvxw036k2zukneprz8x4erevtgs958r7v,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
145,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0hc9ft83yg4jvdq8cughyzj768dmkgg8cxwylmn,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
146,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0hdpsvr460r784ym6afepeygsacdj7vksh7jjd6,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2196,bot_like
147,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0jc2vwf6jsj7852lryh3hfh4jkvk548gqh4yp6v,,ckb-behaviour-dataset-v1,COMPLETE,201-500,232,
148,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0jgfy45kerhxuncn2sc3tv26dcv3q39vccuenfr,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
149,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0jlpszzdm77mdd9hrknh9ppd9g850pfcs3yqwhx,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2510,bot_like
150,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0k5jc20yyf62n2879zxymntrhyke0zg9crdzqfz,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
151,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0k8gu6ynsad22synmfldq806qtp7mpkpcxd0jp5,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,4667,bot_like
152,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0kc5h0xhqlmc2y7d6w3lghpg60xda5e0cynpnzj,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3972,bot_like
153,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0kjhyk3k6yh6s0x0qhcfzu42l0nshm5rsmfmr6g,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2248,bot_like
154,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0klfn2n06tvww62dplr3rlawsgrn6hrxgrp7xfh,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
155,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0kzrpyd0u6t2wmnlp82gftx9n4cd8mjrgctxnlu,,ckb-behaviour-dataset-v1,COMPLETE,11-50,29,human_like
156,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0l05nyuesryj4upnexyk2wzw0upsn8m7q7c6g0e,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
157,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0m0zyttfjaw4ft9sjyz8rv2jnk2e66e5c89pdn5,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
158,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0mmaezyca50v248mvc47vss8sxtrt0h9c4z835r,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1545,bot_like
159,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0msaj6cvf2tgju69tdu4sfreu2uch2ynqsm7elv,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
160,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0msjj9yjj2n6dtuafzzj6uen3p7mt966sfkapz2,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
161,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0muw495z9pexgx7eftmgehycxjvtc89nsvmddpk,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
162,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ndt7t03er7m8tz3x3u8uev388dt2qqfgsq68gq,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
163,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0p2y5tnuw0y02sequmjwswja4v5ywc3ag3xanwy,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
164,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0p5lrjfdzfh92a6dqx05lr7dfdc70umuqq76ec9,,ckb-behaviour-dataset-v1,COMPLETE,1-10,4,human_like
165,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0p7kmkyh5zkqmmv02ulc6hkxuwmatxdqsnt2lme,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
166,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0p7tanj5wym5l7nt88rta0rcvmn56fhlsa56w75,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
167,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0p80per28ltwd4sm2052pjt4z8unckpucj6e5pc,,ckb-behaviour-dataset-v1,COMPLETE,201-500,273,
168,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0pdhpc9sunxtmp8qaanlueu5n3u75mkxg2w3n05,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
169,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0pjpqcp5ztfhfr2ccqe340vwcmskss8uqqm0jvz,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
170,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0pqtmdkm4krzmr2frcwaug2zdndcm9mcgj0lp5q,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,4446,bot_like
171,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0pv054z4htt9f4da6kwftf7jewrsagsxgn7hpwf,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1594,bot_like
172,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0q485qey2an63exarx43ev9p3xrftaxys7yxcls,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
173,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0q7j4qlaslzp5hhf78d6xyungvhetzy8cj9wr5a,,ckb-behaviour-dataset-v1,COMPLETE,11-50,44,human_like
174,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0qer85n4uaq4gaz35uc6nc99svasgexmcymaweu,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
175,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0qk47rqhszdekuue524qgx8e5qq225w9s5qmjze,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
176,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0r0uwh2anx2znsuqqda47yw7pyzxavsag3zwln3,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
177,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0r6u0pkm3j5lhvy5dlqe0wcppr4cftwacwfa6sd,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
178,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0r9y77vk0sjk3m5t8x2pgp5wlque28mvqetg3vj,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
179,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rgz8mcc9ws8vv0m33vx8jm9u68knrplqz0m628,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
180,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rk5lgxzurkxdnq95zcra0lpyax9ja0rqqk8gaz,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
181,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rljzn0julrpp9l3fgmm9r9r4jz8rax7sgvagwh,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
182,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rre7n3l6dg4vynznnguarmfnu696kr6czfgxqm,,ckb-behaviour-dataset-v1,COMPLETE,11-50,15,human_like
183,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0rrr3az2mu0ncjeqj26du5ymfhtq5l0gcv2rv08,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
184,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0s0kdxjtk6w92mphezmw02vgq8f9c3n2chrrtuk,,ckb-behaviour-dataset-v1,COMPLETE,51-200,70,human_like
185,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0s2sjs6vxhfxkk22fms3k3tt4c02c9jmc5y4vrm,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
186,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0sc9f6eqnjfm8tn35nxeqtnm43x6aljdqj45cke,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,bot_like
187,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0she9la0u4z5zlwj3ckv25cvg6f2kjxmgw9vxx3,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2287,bot_like
188,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0smcdjfuapeu9zuahwrsrtp4qetjgngpg5xr5fq,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
189,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tc0g06xvj256jx3v9f7ffxsrtfd8zuhqr9cqcg,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2087,bot_like
190,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tck2vsvttyzk8n8gngr95nqnlx6s5vycpj8w3k,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
191,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tmqv9558dmffj72454pzkvfx5etm2rsg2jzelt,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1456,bot_like
192,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tpsqq08mkay9ewrfrdwlcghv62qw704s93hhsj,,ckb-behaviour-dataset-v1,COMPLETE,5000+,3965614,bot_like
193,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tqc7zg0a3erg4gan6835q6sn7w4vtnnqftsz8l,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
194,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0u4j72c469enjkklngja9y4c94q6cqyks8c84uv,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
195,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0uddvtx7dvuxl3cyasr6820dwuslmvvnqa8qtus,,ckb-behaviour-dataset-v1,COMPLETE,11-50,14,human_like
196,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0uvd88lln59s8u4rcg3gwzx4t7avza9vsrzpap9,,ckb-behaviour-dataset-v1,COMPLETE,1-10,7,human_like
197,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vj3wagz8q49m3khkzum23dqwuhv5furgwqhs52,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
198,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vqkp4e093a5e6a2t3k08excpc3k74d0qpe0lt0,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1657,bot_like
199,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vyjg39dcl6hxdetwjsxdq5ufn94dm9yc6rdshs,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
200,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0vzwrhe2aznrvkq00r477dpzmzdfptfvgt9xx9u,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,1001-5000,1498,bot_like
201,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w5cger8gkfqrzly29erurag0yrmkx8vgk92dj4,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3270,bot_like
202,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w5hq42v9hxcvpkn78lvsf20wx2ntek6gw8xg99,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
203,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w6cnm7hle7fxvua79nw2nelyyzemc8zcrphyge,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
204,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0w7teyh77d48krwz2837wwejrppzw905cm588n0,,ckb-behaviour-dataset-v1,COMPLETE,5000+,1483305,bot_like
205,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0waqpr4l6j5tner8x2wtpup932dkl662cl3rmn9,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
206,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0wlyxvzqxl0p7y2etl45uarxww37p9x7gz7k0hq,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
207,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0wvtsw4tryz04jxrr65wew5lfdcxypzlcgevcrd,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
208,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ww9n0ex40pmhtz6ltslng7rtl35w96nszujfva,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
209,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0wzyrefxu9nctwv7ykp96pgpw9ustvdgss2aaev,,ckb-behaviour-dataset-v1,COMPLETE,5000+,266056,bot_like
210,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0x3yrv8qls62mqeylsvmzp5cqpmvy8quq7autul,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
211,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xelq2n2enr2zzqjhymap9k3mjwea3nfcywjcvf,,ckb-behaviour-dataset-v1,COMPLETE,5000+,265212,bot_like
212,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xm5pnqls5mls030v7q9l2k5aksglcvjgge7vq8,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
213,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xtd3e8c9wcj8swd2swg90w95u6xt3zsqzdnx7r,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
214,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0xz88g9vckq3vp47c4nakj2g7ugslm2acl45l9r,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
215,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0y6r5a4py64gccqrd77qvuhr8v3d2xfjcnrz45r,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
216,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0y8vr6jd8jg8fg576su907xqcdazsf65q20s3zy,,ckb-behaviour-dataset-v1,COMPLETE,1-10,4,human_like
